book_id,title,authors,original_publication_year,average_rating,language_code
7285,The Monsters of Templeton,Lauren Groff,2008.0,3.58,eng
7286,"Midnight Crossroad (Midnight, Texas, #1)",Charlaine Harris,2014.0,3.63,eng
7287,"Catering to Nobody (A Goldy Bear Culinary Mystery, #1)",Diane Mott Davidson,1990.0,3.85,en-US
7288,"The Lost Prince (The Iron Fey: Call of the Forgotten, #1)",Julie Kagawa,2012.0,4.05,eng
7289,"Devil Bones (Temperance Brennan, #11)",Kathy Reichs,2008.0,3.89,eng
7290,From Here to Eternity,James  Jones,1951.0,4.09,eng
7291,Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao,Wayne W. Dyer,1899.0,4.24,eng
7292,"Dude, Where's My Country?",Michael Moore,2003.0,3.4,en-US
7293,The Last Don,Mario Puzo,1996.0,3.8,eng
7294,ÙØ­Ø§Ù,"ÙÙØ³Ù Ø²ÙØ¯Ø§Ù, Youssef Ziedan",2012.0,3.31,ara
7295,"Ready or Not (All-American Girl, #2)",Meg Cabot,2005.0,3.4,eng
7296,"Cross Bones (Temperance Brennan, #8)",Kathy Reichs,2005.0,3.86,
7297,All But My Life: A Memoir,Gerda Weissmann Klein,1959.0,4.28,en-US
7298,Rikki-Tikki-Tavi,"Rudyard Kipling, Jerry Pinkney",1894.0,3.96,
7299,"All-Star Superman, Vol. 2","Grant Morrison, Frank Quitely",2009.0,4.33,eng
7300,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,"George R.R. Martin, Elio M. GarcÃ­a Jr., Linda Antonsson",2014.0,4.25,eng
7301,"To Sir Phillip, With Love (Bridgertons, #5)",Julia Quinn,2003.0,3.89,eng
7302,Miracle in the Andes,"Nando Parrado, Vince Rause",2006.0,4.21,
7303,"Lost & Found (Lost & Found, #1)",Nicole  Williams,2013.0,4.13,eng
7304,"Among the Barons (Shadow Children, #4)",Margaret Peterson Haddix,2003.0,4.08,en-US
7305,The War that Saved My Life (The War That Saved My Life #1),"Kimberly Brubaker Bradley, ÙØ±Ø¶ÛÙ ÙØ±Ø´ÙØ³Ø§Ø²",2015.0,4.43,eng
7306,"Say Cheese and Die! (Goosebumps, #4)",R.L. Stine,1992.0,3.72,eng
7307,"Sharpe's Tiger (Sharpe, #1)",Bernard Cornwell,1997.0,4.08,en-US
7308,Jinx,Meg Cabot,2007.0,3.72,en-US
7309,Death in Venice and Other Tales,"Thomas Mann, Joachim Neugroschel",1911.0,3.87,eng
7310,"As Chimney Sweepers Come to Dust (Flavia de Luce, #7)",Alan Bradley,2015.0,3.94,eng
7311,What Was She Thinking? [Notes on a Scandal],ZoÃ« Heller,2003.0,3.69,eng
7312,"The Beast (Black Dagger Brotherhood, #14)",J.R. Ward,2016.0,4.45,eng
7313,"Sullivan's Island (Lowcountry Tales, #1)",Dorothea Benton Frank,1999.0,4.02,eng
7314,"Cardcaptor Sakura: Master of the Clow, Vol. 1 (Cardcaptor Sakura, #7)","CLAMP, Anita Sengupta",1998.0,4.34,eng
7315,"The Soulkeepers (The Soulkeepers, #1)",G.P. Ching,2011.0,3.71,en-US
7316,Up Country,Nelson DeMille,2002.0,3.99,
7317,Private Peaceful,Michael Morpurgo,2003.0,4.16,eng
7318,"Her Royal Spyness (Her Royal Spyness Mysteries, #1)",Rhys Bowen,2007.0,3.76,en-US
7319,"Gunmetal Magic (Kate Daniels, #5.5)",Ilona Andrews,2012.0,4.28,eng
7320,"Half a War (Shattered Sea, #3)",Joe Abercrombie,2015.0,4.01,eng
7321,"Rock Chick Renegade (Rock Chick, #4)",Kristen Ashley,2011.0,4.46,en-GB
7322,"The Marriage Mistake (Marriage to a Billionaire, #3)",Jennifer Probst,2012.0,3.96,eng
7323,Jamberry,Bruce Degen,1982.0,4.17,
7324,"Darkest Powers Trilogy (Darkest Powers, #1-3)",Kelley Armstrong,2009.0,4.47,eng
7325,"Rhapsody: Child of Blood (Symphony of Ages, #1)",Elizabeth Haydon,1999.0,3.95,eng
7326,Doctors,Erich Segal,1988.0,4.0,eng
7327,Samarkand,"Amin Maalouf, Russell Harris",1988.0,4.2,eng
7328,"Indulgence in Death (In Death, #31)",J.D. Robb,2010.0,4.32,eng
7329,We Need New Names,NoViolet Bulawayo,2013.0,3.71,eng
7330,The Little Red Caboose (Little Golden Book),Marian Potter,1953.0,4.21,
7331,Pretty in Plaid,Jen Lancaster,2009.0,3.88,eng
7332,Wicca: A Guide for the Solitary Practitioner,Scott Cunningham,1988.0,4.01,en-US
7333,All My Sons,"Arthur Miller, Christopher Bigsby",1947.0,3.87,eng
7334,Graffiti Moon,Cath Crowley,2010.0,3.9,eng
7335,Mufaro's Beautiful Daughters: An African Tale,John Steptoe,1986.0,4.32,en-US
7336,"Paladin of Souls (World of the Five Gods, #2)",Lois McMaster Bujold,2003.0,4.13,eng
7337,Mastery,Robert Greene,2012.0,4.27,
7338,"God Bless You, Dr. Kevorkian",Kurt Vonnegut Jr.,1999.0,3.83,eng
7339,A Homemade Life: Stories and Recipes from My Kitchen Table,Molly Wizenberg,2009.0,3.94,eng
7340,The Three Pigs,David Wiesner,2001.0,4.15,en-US
7341,Learned Optimism: How to Change Your Mind and Your Life,Martin E.P. Seligman,1990.0,3.98,en-GB
7342,"Desires of the Dead (The Body Finder, #2)",Kimberly Derting,2011.0,4.07,en-US
7343,The Littles,"John Lawrence Peterson, Roberta Carter Clark",1967.0,3.98,
7344,Amelia Bedelia and the Surprise Shower,"Peggy Parish, Barbara Siebel Thomas",1966.0,4.27,eng
7345,"Homecoming (Tillerman Cycle, #1)",Cynthia Voigt,1981.0,3.92,eng
7346,"Spell of the Highlander (Highlander, #7)",Karen Marie Moning,2005.0,4.27,eng
7347,"The Hand of Chaos (The Death Gate Cycle, #5)","Margaret Weis, Tracy Hickman",1993.0,4.05,en-US
7348,One False Move (Myron Bolitar #5),Harlan Coben,1998.0,4.07,eng
7349,The Guns of Avalon (The Chronicles of Amber #2),Roger Zelazny,1972.0,4.16,eng
7350,The Great Gilly Hopkins,Katherine Paterson,1978.0,3.83,eng
7351,"Trojan Odyssey (Dirk Pitt, #17)",Clive Cussler,2003.0,3.92,eng
7352,Follow the River,James Alexander Thom,1981.0,4.21,en-US
7353,Measure for Measure,"William Shakespeare, Barbara A. Mowat, Paul Werstine",1603.0,3.67,eng
7354,The Mask,"Owen  West, Dean Koontz",1981.0,3.75,eng
7355,All Our Yesterdays,Cristin Terrill,2013.0,4.05,eng
7356,Coming Clean,Kimberly Rae Miller,2013.0,3.88,en-US
7357,Forever Amber ,Kathleen Winsor,1944.0,3.98,eng
7358,"The Emerald Atlas (The Books of Beginning, #1)",John  Stephens,2011.0,3.92,eng
7359,Swing Time,Zadie Smith,2016.0,3.6,eng
7360,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,Doug Stanton,2001.0,4.25,
7361,"Chibi Vampire, Vol. 01",Yuna Kagesaki,2003.0,3.99,eng
7362,Everything Leads to You,Nina LaCour,2014.0,3.89,eng
7363,Jeremy Fink and the Meaning of Life,Wendy Mass,2006.0,4.02,en-US
7364,"Thank You, Mr. Falker",Patricia Polacco,1998.0,4.52,en-US
7365,The Peripheral,William Gibson,2014.0,3.94,eng
7366,Too Much Happiness,Alice Munro,2009.0,3.82,eng
7367,"Tempting the Best Man (Gamble Brothers, #1)","J. Lynn, Jennifer L. Armentrout",2012.0,3.73,eng
7368,"Captive Prince: Volume Two (Captive Prince, #2)",C.S. Pacat,2015.0,4.51,eng
7369,"The Siren (The Original Sinners, #1)",Tiffany Reisz,2012.0,4.05,
7370,Ironweed,William  Kennedy,1983.0,3.86,eng
7371,"Deception (Alex Delaware, #25)",Jonathan Kellerman,2009.0,3.96,en-US
7372,Stupid White Men,Michael Moore,2001.0,3.3,en-GB
7373,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,2017.0,4.54,eng
7374,"The Faceless Ones (Skulduggery Pleasant, #3)",Derek Landy,2008.0,4.4,eng
7375,The Great Railway Bazaar,Paul Theroux,1969.0,3.91,en-US
7376,"Black List (Scot Harvath, #11)",Brad Thor,2012.0,4.2,eng
7377,"Transmetropolitan, Vol. 2: Lust for Life (Transmetropolitan, #2)","Warren Ellis, Darick Robertson",1999.0,4.35,eng
7378,"The Atrocity Archives (Laundry Files, #1)",Charles Stross,2004.0,3.95,en-US
7379,The Pleasure of My Company,Steve Martin,2003.0,3.78,en-US
7380,"Dark Fire (Matthew Shardlake, #2)",C.J. Sansom,2004.0,4.24,en-US
7381,"Beautiful Beginning (Beautiful Bastard, #3.5)",Christina Lauren,2013.0,4.24,en-US
7382,Heft,Liz Moore,2012.0,3.96,
7383,"Outcast of Redwall (Redwall, #8)",Brian Jacques,1995.0,3.9,en-US
7384,Mister Pip,Lloyd Jones,2006.0,3.66,eng
7385,Giada's Family Dinners,"Giada De Laurentiis, Victoria Pearson",2006.0,3.99,
7386,Doubt,John Patrick Shanley,2005.0,4.13,
7387,"Book of Shadows (Sweep, #1)",Cate Tiernan,2001.0,4.04,eng
7388,"Secrets of a Shoe Addict (Shoe Addict, #2)",Beth Harbison,2008.0,3.73,
7389,"After We Fell (After, #3)",Anna Todd,2014.0,3.88,eng
7390,Elizabeth Street,Laurie Fabiano,2006.0,3.9,eng
7391,"The Assassin and the Pirate Lord (Throne of Glass, #0.1)",Sarah J. Maas,2012.0,4.23,eng
7392,Fear and Trembling,"SÃ¸ren Kierkegaard, Alastair Hannay",1843.0,4.01,eng
7393,"Hawksong (The Kiesha'ra, #1)",Amelia Atwater-Rhodes,2003.0,4.15,eng
7394,"The Naked God (Night's Dawn, #3)",Peter F. Hamilton,1999.0,4.2,
7395,"Come Back, Amelia Bedelia","Peggy Parish, Wallace Tripp",1971.0,4.25,
7396,Kon-Tiki: Across The Pacific In A Raft,Thor Heyerdahl,1948.0,4.1,en-US
7397,How to Get Filthy Rich in Rising Asia,Mohsin Hamid,2013.0,3.76,eng
7398,Relativity: The Special and the General Theory,"Albert Einstein, Nigel Calder, Robert W. Lawson",1916.0,4.17,eng
7399,Getting Over It,Anna Maxted,2000.0,3.53,
7400,The List,Siobhan Vivian,2012.0,3.46,eng
7401,The Brothers K,David James Duncan,1992.0,4.39,eng
7402,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,Shawn Achor,2010.0,4.15,
7403,"A Dog's Journey (A Dog's Purpose, #2)",W. Bruce Cameron,2012.0,4.41,en-US
7404,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,"Timothy J. Keller, Kathy  Keller",2011.0,4.43,eng
7405,Batman & Robin: Batman Reborn,"Grant Morrison, Frank Quitely, Philip Tan, Jonathan Glapion, Alex Sinclair",2010.0,4.08,eng
7406,"MeruPuri, Vol. 1 (MeruPuri, #1)",Matsuri Hino,2002.0,4.14,eng
7407,The Flanders Panel,"Arturo PÃ©rez-Reverte, Margaret Jull Costa",1990.0,3.8,en-CA
7408,The Princess and the Pea,"Janet Stevens, Hans Christian Andersen",1835.0,4.1,
7409,The Short Stories,"F. Scott Fitzgerald, Matthew J. Bruccoli",1920.0,4.23,eng
7410,"Dark Angel (Casteel, #2)",V.C. Andrews,1986.0,3.96,eng
7411,"Specter of the Past (Star Wars: The Hand of Thrawn, #1)",Timothy Zahn,1997.0,3.98,eng
7412,Binge,Tyler Oakley,2015.0,4.3,
7413,Black Lies,Alessandra Torre,2014.0,4.32,eng
7414,What the Dead Know,Laura Lippman,2007.0,3.54,en-US
7415,"Rome (Marked Men, #3)","Jay Crownover, Charlotte Connan de vries",2014.0,4.22,eng
7416,"The Life and Opinions of Tristram Shandy, Gentleman","Laurence Sterne, Melvyn New",1767.0,3.74,eng
7417,Giraffes Can't Dance,"Giles Andreae, Guy Parker-Rees",,4.28,en-US
7418,The Passion of Artemisia,Susan Vreeland,2001.0,3.86,eng
7419,Heal Your Body: The Mental Causes for Physical Illness and the Metaphysical Way to Overcome Them,Louise L. Hay,1976.0,4.34,en-US
7420,"Tokyo Mew Mew, Vol. 1 (Tokyo Mew Mew, #1)","Mia Ikumi, Reiko Yoshida",2003.0,3.95,en-US
7421,The Miseducation of Cameron Post,Emily M. Danforth,2012.0,3.99,en-US
7422,Coraline (Illustrated/Graphic Novel Edition),"Neil Gaiman, P. Craig Russell",2008.0,3.96,eng
7423,"House of Many Ways (Howl's Moving Castle, #3)",Diana Wynne Jones,2008.0,4.03,en-US
7424,The Cartel,Don Winslow,2015.0,4.28,eng
7425,A Mother's Reckoning: Living in the Aftermath of Tragedy,Sue Klebold,2016.0,4.13,eng
7426,"Skin Tight (Mick Stranahan, #1)",Carl Hiaasen,1989.0,3.96,en-US
7427,"Moonraker (James Bond, #3)",Ian Fleming,1955.0,3.7,eng
7428,Two Treatises of Government,"John Locke, Peter Laslett, Raymond Geuss",1689.0,3.81,eng
7429,Civil Disobedience and Other Essays,Henry David Thoreau,1995.0,4.06,eng
7430,"Rose in Bloom (Eight Cousins, #2)",Louisa May Alcott,1876.0,4.03,en-US
7431,Mosquitoland,David  Arnold,2015.0,3.92,eng
7432,The Perfect Son,Barbara Claypole White,2015.0,3.97,eng
7433,Looking for Alibrandi,Melina Marchetta,1992.0,3.85,eng
7434,"Raid (Unfinished Hero, #3)",Kristen Ashley,2013.0,4.23,eng
7435,"Fifth Grave Past the Light (Charley Davidson, #5)",Darynda Jones,2013.0,4.49,eng
7436,"The Seventh Scroll (Ancient Egypt, #2)",Wilbur Smith,1995.0,4.1,en-US
7437,A Midsummer's Nightmare,Kody Keplinger,2012.0,3.83,eng
7438,The Troop,Nick Cutter,2014.0,3.71,eng
7439,"Revelation (Matthew Shardlake, #4)",C.J. Sansom,2008.0,4.32,eng
7440,100 Love Sonnets,"Pablo Neruda, Stephen Tapscott",1959.0,4.4,eng
7441,Lucky Us,Amy Bloom,2014.0,3.21,
7442,"It's in His Kiss (Bridgertons, #7)",Julia Quinn,2005.0,4.01,eng
7443,"Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists (Pottermore Presents, #2)","J.K. Rowling, MinaLima",2016.0,4.2,eng
7444,Phenomenology of Spirit,"Georg Wilhelm Friedrich Hegel, A.V. Miller, John Niemeyer Findlay",1807.0,3.91,eng
7445,"Fire Inside (Chaos, #2)",Kristen Ashley,2013.0,4.33,eng
7446,"The Neutronium Alchemist (Night's Dawn, #2)",Peter F. Hamilton,1997.0,4.25,eng
7447,The Darkest Seduction (Lords of the Underworld #9),Gena Showalter,2012.0,4.35,eng
7448,"King's Cage (Red Queen, #3)",Victoria Aveyard,2017.0,4.03,eng
7450,Ø¸Ù Ø§ÙØ£ÙØ¹Ù,ÙÙØ³Ù Ø²ÙØ¯Ø§Ù,2006.0,3.0,ara
7451,Ten Things We Did (and Probably Shouldn't Have),Sarah Mlynowski,2011.0,3.74,en-US
7452,"Rebel Heart (Dust Lands, #2)",Moira Young,2012.0,3.89,eng
7453,Sickened: The Memoir of a Munchausen by Proxy Childhood,Julie Gregory,2003.0,3.72,
7454,The Last Time They Met,Anita Shreve,2001.0,3.48,
7455,News of the World,Paulette Jiles,2016.0,4.14,eng
7456,"Blowback (Scot Harvath, #4)",Brad Thor,2005.0,4.17,eng
7457,Jaya: An Illustrated Retelling of the Mahabharata,Devdutt Pattanaik,2010.0,4.2,eng
7458,Women of the Silk,Gail Tsukiyama,1991.0,3.94,en-US
7459,The Prisoner of Zenda,Anthony Hope,1894.0,3.87,eng
7460,"Flutter (My Blood Approves, #3)",Amanda Hocking,2010.0,3.97,eng
7461,"Tall, Tatted and Tempting (The Reed Brothers, #1)",Tammy Falkner,2013.0,4.23,en-US
7463,Saving Faith,David Baldacci,1999.0,3.82,eng
7464,"The Spine of the World (Forgotten Realms: Paths of Darkness, #2; Legend of Drizzt, #12)",R.A. Salvatore,1999.0,3.89,en-US
7465,"The Haunted Mask (Goosebumps, #11)",R.L. Stine,1993.0,3.77,eng
7466,Tyrannosaur Canyon (Wyman Ford #1),Douglas Preston,2005.0,3.78,eng
7467,The Girl Before,J.P. Delaney,2017.0,3.7,eng
7468,Wayside School Gets A Little Stranger (Wayside School #3),Louis Sachar,1995.0,4.18,eng
7469,Summer of Night,Dan Simmons,1991.0,4.0,en-US
7470,"The Dresden Files:  Storm Front, Volume 1-  The Gathering Storm","Jim Butcher, Mark Powers, Ardian Syaf",2009.0,4.36,eng
7471,Tourist Season,Carl Hiaasen,1986.0,3.95,en-US
7472,Ø§ÙØ³ÙØ¬Ø©,Ø£Ø­ÙØ¯ Ø®Ø§ÙØ¯ ØªÙÙÙÙ,2012.0,3.16,ara
7473,"204 Rosewood Lane (Cedar Cove, #2)",Debbie Macomber,2002.0,4.15,eng
7474,"Unseen (Will Trent, #7)",Karin Slaughter,2013.0,4.17,eng
7475,"Eleventh Grade Burns (The Chronicles of Vladimir Tod, #4)",Heather Brewer,2010.0,4.31,
7476,Double Star,Robert A. Heinlein,1956.0,3.88,eng
7477,"A Perfect Evil (Maggie O'Dell, #1)",Alex Kava,2000.0,4.02,eng
7478,Help Thanks Wow: The Three Essential Prayers,Anne Lamott,2012.0,3.97,eng
7479,"The Long Patrol (Redwall, #10)","Brian Jacques, Allan Curless",1997.0,4.1,
7480,The Better Angels of Our Nature: Why Violence Has Declined,Steven Pinker,2010.0,4.19,eng
7481,"When We Were Very Young (Winnie-the-Pooh, #3)","A.A. Milne, Ernest H. Shepard",1924.0,4.32,en-US
7482,My Sunshine Away,M.O. Walsh,2015.0,3.6,eng
7483,The Truth Seeker (O'Malley #3),Dee Henderson,2001.0,4.39,
7484,Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade,Dee Lestari,2006.0,3.82,ind
7485,Ø³ÛÙÙÙÙ,"Mika Waltari, Ø°Ø¨ÛØ­âØ§ÙÙÙ ÙÙØµÙØ±Û",1945.0,4.08,per
7486,Great House,Nicole Krauss,2010.0,3.45,eng
7487,"The Kept Woman (Will Trent, #8)",Karin Slaughter,2016.0,4.1,eng
7488,"Maid for Love (Gansett Island Series, #1)",Marie Force,2011.0,3.98,eng
7489,And the Shofar Blew,Francine Rivers,2003.0,4.11,eng
7490,"Prentice Alvin (Tales of Alvin Maker, #3)",Orson Scott Card,1989.0,3.77,en-US
7491,"44 Scotland Street (44 Scotland Street, #1)",Alexander McCall Smith,2005.0,3.61,eng
7492,Chill Factor,Sandra Brown,2005.0,3.95,en-US
7493,Odd and the Frost Giants,"Neil Gaiman, Mark Buckingham",2008.0,3.95,eng
7494,The Magpies,Mark  Edwards,2013.0,3.8,eng
7495,Season of Migration to the North,"Tayeb Salih, Denys Johnson-Davies",1966.0,3.71,eng
7496,The Golden Notebook,Doris Lessing,1962.0,3.75,en-US
7497,"The Winter Rose (The Tea Rose, #2)",Jennifer Donnelly,2008.0,4.29,
7498,"The Last Full Measure (The Civil War Trilogy, #3)",Jeff Shaara,1991.0,4.22,eng
7499,Oscar et la dame rose,Ãric-Emmanuel Schmitt,1996.0,4.2,
7500,When Bad Things Happen to Good People,Harold S. Kushner,1981.0,4.02,
7501,"Post Captain (Aubrey/Maturin, #2)",Patrick O'Brian,1972.0,4.29,en-US
7502,"Dragon Flight (Dragon Slippers, #2)",Jessica Day George,2008.0,4.18,en-US
7503,"What Katy Did (Carr Family, #1)",Susan Coolidge,1872.0,3.89,eng
7504,Homer Price (A Puffin Book),Robert McCloskey,1942.0,4.07,eng
7505,"Shatterglass (The Circle Opens, #4)",Tamora Pierce,2003.0,4.16,eng
7506,"The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad, #1-3)",David Eddings,1982.0,4.27,eng
7507,The Lucifer Effect: Understanding How Good People Turn Evil,Philip G. Zimbardo,2007.0,3.94,eng
7508,The Scent of Rain and Lightning,Nancy Pickard,2010.0,3.79,eng
7509,"Pacific Vortex! (Dirk Pitt, #1)","Clive Cussler, Michael Pritchard",1983.0,3.76,eng
7510,"One More Chance (Rosemary Beach, #8; Chance, #2)",Abbi Glines,2014.0,4.29,eng
7511,Aurora,Kim Stanley Robinson,2015.0,3.73,eng
7512,"Purity in Death (In Death, #15)",J.D. Robb,2002.0,4.33,eng
7513,"The Hollow Hills (Arthurian Saga, #2)",Mary  Stewart,1973.0,4.23,eng
7514,"Among the Brave (Shadow Children, #5)",Margaret Peterson Haddix,2004.0,4.14,en-US
7515,"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail","Rusty Young, Thomas McFadden",2003.0,4.22,eng
7516,"Mars, Volume 01",Fuyumi Soryo,1996.0,4.13,eng
7517,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,Richard Feynman,1962.0,4.19,eng
7518,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Alice Waters,2007.0,4.11,
7519,"Centaur Aisle (Xanth, #4)",Piers Anthony,1981.0,3.77,
7520,The Year of Fog,Michelle Richmond,2006.0,3.46,
7521,Crisis on Infinite Earths,"Marv Wolfman, George PÃ©rez",1985.0,4.01,en-US
7522,The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,John Hodgman,2005.0,3.81,en-US
7523,"Hogwarts: An Incomplete and Unreliable Guide (Pottermore Presents, #3)",J.K. Rowling,2016.0,4.21,eng
7524,"Ronia, the Robber's Daughter","Astrid Lindgren, Patricia Crampton, Trina Schart Hyman",1981.0,4.27,eng
7525,"Spider Bones (Temperance Brennan, #13)",Kathy Reichs,2010.0,3.9,eng
7526,No Talking,Andrew Clements,2007.0,3.94,eng
7527,"Blood on Snow (Blood on Snow, #1)","Jo NesbÃ¸, Neil Smith",2014.0,3.5,eng
7528,"Wait for Me (Against All Odds, #1)",Elisabeth Naughton,2011.0,3.98,eng
7529,The Garden of Evening Mists,Tan Twan Eng,2011.0,4.08,eng
7530,"The Cellar (The Cellar, #1)",Natasha Preston,2014.0,3.94,eng
7531,"The Gentlemen's Alliance â , Vol. 1",Arina Tanemura,2005.0,3.96,eng
7532,"Rusty Nailed (Cocktail, #2)",Alice Clayton,2014.0,3.97,eng
7533,"Dark Guardian (Dark, #9)",Christine Feehan,2002.0,4.33,en-US
7534,Prophet,Frank E. Peretti,1992.0,3.92,en-US
7535,"The Wicked Will Rise (Dorothy Must Die, #2)",Danielle  Paige,2015.0,3.82,eng
7536,"Dark Fire (Dark, #6)",Christine Feehan,2001.0,4.3,eng
7537,Citizen: An American Lyric,Claudia Rankine,2014.0,4.3,eng
7538,"Carry on, Jeeves (Jeeves, #3)",P.G. Wodehouse,1925.0,4.28,eng
7539,"The Magic Thief (Magic Thief, #1)","Sarah Prineas, Antonio Javier Caparo",2008.0,3.94,eng
7540,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,Michael Azerrad,2001.0,4.2,
7541,"I, Elizabeth",Rosalind Miles,1992.0,4.01,en-US
7542,The Woman Who Stole My Life,Marian Keyes,2014.0,3.52,eng
7543,Pyongyang: A Journey in North Korea,Guy Delisle,2003.0,3.93,eng
7544,Night Over Water,Ken Follett,1991.0,3.78,eng
7545,I Am Having So Much Fun Here Without You,Courtney Maum,2014.0,3.37,eng
7546,"All I Want is Everything (Gossip Girl, #3)",Cecily von Ziegesar,2003.0,3.56,eng
7547,Competitive Strategy: Techniques for Analyzing Industries and Competitors,Michael E. Porter,1980.0,4.14,
7548,Systematic Theology: An Introduction to Biblical Doctrine,Wayne A. Grudem,1994.0,4.23,
7549,"P is for Peril (Kinsey Millhone, #16)",Sue Grafton,2000.0,3.85,
7550,"Adulthood Is a Myth (Sarah's Scribbles, #1)",Sarah Andersen,2016.0,4.14,eng
7551,"The Darkness That Comes Before (The Prince of Nothing, #1)",R. Scott Bakker,2003.0,3.78,eng
7552,"The Dirty Life: On Farming, Food, and Love",Kristin Kimball,2010.0,4.04,eng
7553,"Dust & Decay (Rot & Ruin, #2)",Jonathan Maberry,2011.0,4.29,eng
7554,"Alienated (Alienated, #1)",Melissa Landers,2014.0,3.95,eng
7555,Bone Gap,Laura Ruby,2015.0,3.86,eng
7556,"Big Cherry Holler (Big Stone Gap, #2)",Adriana Trigiani,2001.0,3.92,eng
7557,"Yes, Chef",Marcus Samuelsson,2012.0,3.8,eng
7558,Teen Idol,Meg Cabot,2004.0,3.53,en-US
7559,The Thing Around Your Neck,Chimamanda Ngozi Adichie,2009.0,4.18,eng
7560,Caraval,Stephanie Garber,2017.0,3.97,eng
7561,Bright Shiny Morning,James Frey,2008.0,3.8,eng
7562,The Story of an Hour,Kate Chopin,1894.0,4.08,eng
7563,Rabbit Is Rich (Rabbit Angstrom #3),John Updike,1981.0,3.9,eng
7564,"Lots of Candles, Plenty of Cake",Anna Quindlen,2012.0,3.71,eng
7565,Scars,Cheryl Rainfield,2010.0,4.17,en-US
7566,The Fixer Upper,Mary Kay Andrews,2009.0,3.88,en-US
7567,"Negeri 5 Menara (Negeri 5 Menara, #1)",Ahmad Fuadi,2009.0,4.04,ind
7568,"Empire of Ivory (Temeraire, #4)",Naomi Novik,2007.0,3.93,
7569,"An Army at Dawn: The War in North Africa, 1942-1943 (World War II Liberation Trilogy, #1)",Rick Atkinson,2002.0,4.25,eng
7570,Daddy's Little Girl,Mary Higgins Clark,2002.0,3.85,
7571,Ricochet,Sandra Brown,2006.0,3.96,eng
7572,Can't Wait to Get to Heaven,Fannie Flagg,2006.0,3.89,eng
7573,Among Others,Jo Walton,2011.0,3.68,eng
7574,"Seduction in Death (In Death, #13)",J.D. Robb,2001.0,4.3,eng
7575,Double Indemnity,James M. Cain,1936.0,4.12,eng
7576,"Upon the Midnight Clear (Dark-Hunter #12, Dream-Hunter #2)",Sherrilyn Kenyon,2007.0,4.0,eng
7577,Presentation Zen: Simple Ideas on Presentation Design and Delivery,Garr Reynolds,2007.0,4.08,
7578,"Sea of Swords (Forgotten Realms: Paths of Darkness, #4; Legend of Drizzt, #13)",R.A. Salvatore,2001.0,4.07,eng
7579,"Goodbye, Columbus and Five Short Stories",Philip Roth,1959.0,3.87,
7580,"Bone: Quest for the Spark, Vol. 1","Tom Sniegoski, Jeff Smith, Thomas E. Sniegoski, Steve Hamaker",2009.0,4.33,eng
7581,The Personal MBA: Master the Art of Business,Josh Kaufman,2010.0,4.04,
7582,The Last Original Wife,Dorothea Benton Frank,2013.0,3.67,eng
7583,"No Mercy (Dark-Hunter #18, Were-Hunter, #5)",Sherrilyn Kenyon,2010.0,4.28,en-US
7584,The Library at Mount Char,Scott  Hawkins,2015.0,4.07,eng
7585,"Fire Star (The Last Dragon Chronicles, #3)",Chris d'Lacey,2005.0,3.91,eng
7586,Texas,James A. Michener,1985.0,4.06,
7587,Your Best Life Now: 7 Steps to Living at Your Full Potential,Joel Osteen,2004.0,4.0,
7588,Turtle in Paradise,Jennifer L. Holm,2010.0,3.93,en-US
7589,"The Vor Game (Vorkosigan Saga, #6)",Lois McMaster Bujold,1990.0,4.28,eng
7590,Choosing to SEE,"Mary Beth Chapman, Steven Curtis Chapman",2010.0,4.3,
7591,Broken Monsters,Lauren Beukes,2014.0,3.59,eng
7592,The Unabridged Journals of Sylvia Plath,"Sylvia Plath, Karen V. Kukil",1982.0,4.29,eng
7593,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",David Foster Wallace,2009.0,4.53,eng
7594,QED: The Strange Theory of Light and Matter,Richard Feynman,1985.0,4.23,
7595,"Defiance (Strange Angels, #4)","Lili St. Crow, Lilith Saintcrow",2011.0,4.19,
7596,"Haunted (Women of the Otherworld, #5)",Kelley Armstrong,2005.0,4.08,eng
7597,The Sweet Potato Queens' Book of Love,Jill Conner Browne,1999.0,3.7,eng
7598,"Mastiff (Beka Cooper, #3)",Tamora Pierce,2011.0,4.24,en-US
7599,The Madonnas of Leningrad,Debra Dean,2006.0,3.77,
